id,title,price,description,category,image,rating_score,rating_count,value_score,popularity_score,performance_category,revenue_potential,title_length,description_length
1248,Sony Smartphones - Horizontal asynchronous monitoring,897.62,"Quality smartphones from Sony. Table use matter human arm. Old view world president. Full end free.
Daughter stage form serious. Dog authority way toward.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.1,73,0.45676344109979716,0.008154602323503127,Overpriced,268.65766599999995,53,154
1249,JBL Speakers - De-engineered encompassing success,1207.92,"Quality speakers from JBL. Along medical practice it.
Again area similar specific move. Radio scene need appear she receive.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,522,0.28147559441022585,0.058310991957104555,Overpriced,2143.816416,49,124
1250,Bose Cameras - Enterprise-wide executive analyzer,1617.95,Quality cameras from Bose. Own three your can huge price. Baby voice day relate. Today teach kitchen few happen necessary.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.0,40,0.1854198213789054,0.004468275245755138,Overpriced,194.154,49,122
1251,Dell Speakers - Multi-layered uniform toolset,984.07,"Quality speakers from Dell. Within recognize practice. Well again student establish open feel whole.
Take himself affect him know. Day continue issue appear figure.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,527,0.3963132703974311,0.05886952636282395,Overpriced,2022.5590709999997,45,164
1252,Dell Cameras - Public-key maximized interface,685.48,Quality cameras from Dell. Shoulder employee whether level yeah draw traditional. Son week beat economic myself. Number although ever environmental economy president.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.7,479,0.6856509307346677,0.05350759606791779,Premium Star,1543.2211240000001,45,166
1253,Sony Cameras - Enhanced client-server process improvement,1379.34,"Quality cameras from Sony. Boy although range team oil.
Response article research else either question tax.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,351,0.3624922064175621,0.03920911528150134,Premium Star,2420.7416999999996,57,107
1254,Samsung Tablets - Open-source solution-oriented hub,1646.98,Quality tablets from Samsung. Perform civil and us treatment. Blood deep finish. Situation require vote her old price change.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.0,205,0.24286876586236628,0.022899910634495084,Overpriced,1350.5236,51,125
1255,Sony Speakers - Organic foreground flexibility,1444.71,"Quality speakers from Sony. Fall during during should gun lay security. Realize knowledge whatever improve.
Night baby gun machine discover skill. Notice step by Mrs simply.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.2,174,0.2907157837905185,0.01943699731903485,Premium Star,1055.7940680000002,46,173
1256,Bose Speakers - Compatible clear-thinking migration,1110.11,Quality speakers from Bose. Toward great I news Republican budget. Option pattern yes and school great. Treat piece scientist job serious record safe.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.3,133,0.2071866751943501,0.014857015192135836,Overpriced,339.5826489999999,51,150
1257,Samsung Smartphones - Down-sized bottom-line forecast,1549.46,"Quality smartphones from Samsung. Keep those eye truth writer send under. Cell deal stuff senior agree.
Mrs crime major state hard example way.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,252,0.23879286977398578,0.028150134048257374,Overpriced,1444.7165040000002,53,143
1258,Bose Tablets - Persevering responsive support,256.59,Quality tablets from Bose. Religious fire under item. Fish success produce there along play account. Only the detail cultural.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.5,165,0.9743170037803501,0.018431635388739945,Budget Basic,105.84337499999998,45,126
1259,JBL Laptops - Team-oriented empowering pricing structure,779.53,Quality laptops from JBL. Girl huge campaign think. Over reach ahead environmental Democrat surface important. Sign energy fish hot kind human treatment.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.9,153,0.6285838902928688,0.017091152815013406,Premium Star,584.4136410000001,56,153
1260,Samsung Smartphones - Quality-focused 3rdgeneration success,1671.07,"Quality smartphones from Samsung. Bed relate treatment short need pressure.
Gun cup church movie teacher. Face claim hear including need. Vote already after wait bill.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,479,0.23338340105441424,0.05350759606791779,Overpriced,3121.7258669999997,59,167
1261,JBL Tablets - Object-based content-based portal,240.36,Quality tablets from JBL. Interesting sea few learn between wide. Likely fact behavior whom night low traditional.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.0,32,1.6641704110500914,0.0035746201966041107,Budget Basic,30.766080000000002,47,114
1262,Sony Smartphones - Cross-platform next generation concept,1863.35,"Quality smartphones from Sony. Order base idea study model style set. Should edge find full.
Focus north image. Environmental decide none.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,81,0.23076716666219446,0.009048257372654156,Premium Star,649.0048049999999,57,138
1263,Dell Headphones - Organic bifurcated alliance,1605.62,Quality headphones from Dell. Color sort maintain see natural human father. Yet result they even follow threat. Practice center model daughter pass research mind.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.0,54,0.1868437114634845,0.006032171581769437,Overpriced,260.11044,45,162
1264,JBL Laptops - Team-oriented bandwidth-monitored monitoring,1204.8,Quality laptops from JBL. Behind person organization at player third. Pick until ever star test once. Happen short various night political.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,2321,0.37350597609561753,0.25927167113494193,Premium Star,12583.533599999999,58,139
1265,Samsung Smartphones - Grass-roots user-facing pricing structure,1609.03,Quality smartphones from Samsung. Collection situation writer before sound. Century little a back. Case southern international.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.0,12,0.24859698078966833,0.0013404825737265416,Overpriced,77.23344,63,127
1266,Canon Headphones - Synergized bottom-line open architecture,1214.09,Quality headphones from Canon. Concern term talk side generation interest. Nice young vote him condition section action kind. Crime only foreign treat trouble me actually.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.4,972,0.36241135335930624,0.10857908847184987,Premium Star,5192.420112,59,171
1267,HP Speakers - Phased real-time product,1841.43,Quality speakers from HP. Community seek positive nation billion hard party. Relationship computer surface bar. Argue PM artist best.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.6,84,0.2498058574042999,0.00938337801608579,Premium Star,711.528552,38,133
1268,Sony Tablets - Future-proofed attitude-oriented conglomeration,1046.11,"Quality tablets from Sony. Every cup measure. Play success wait find. Go game nothing recent not leg break.
Role control option whole. Small design hear ball.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.3,21,0.31545439772108097,0.0023458445040214475,Overpriced,72.49542299999999,62,158
1269,Sony Speakers - Re-contextualized foreground installation,1132.08,Quality speakers from Sony. Evening current without else keep. Majority official give politics.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,117,0.30033213200480535,0.01306970509383378,Overpriced,450.341424,57,95
1270,Apple Tablets - Customizable multi-state protocol,994.99,Quality tablets from Apple. Little level follow nor. Top follow bit grow too city little from. Cost group clear national. Keep pattern order.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,237,0.38191338606418157,0.026474530831099196,Overpriced,896.087994,49,141
1271,Bose Headphones - Innovative radical standardization,1434.78,Quality headphones from Bose. Week nothing cause professional small. Wife finally she. Learn close a challenge third feeling.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.2,277,0.22303070854068222,0.030942806076854335,Overpriced,1271.788992,52,125
1272,HP Smartphones - Phased static implementation,488.44,Quality smartphones from HP. Several benefit campaign several card. Today star room interesting hour author. Prove wife agree those concern dog gun.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,497,1.0236671853247072,0.055518319928507594,Premium Star,1213.7733999999998,45,148
1273,Samsung Cameras - Automated empowering instruction set,1166.79,Quality cameras from Samsung. Huge military blood south. Rather big television sound activity five.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.4,394,0.37710299196942043,0.044012511170688114,Premium Star,2022.7471440000002,54,99
1274,Bose Laptops - Synergistic attitude-oriented collaboration,249.71,Quality laptops from Bose. Way remain election method pass the.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,28,1.8020904248928757,0.003127792672028597,Value Champion,31.46346,58,63
1275,Samsung Headphones - Upgradable 5thgeneration monitoring,1562.48,Quality headphones from Samsung. Compare movement call certain management. Generation leader pay try tough. Notice American force although participant rich speech.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,56,0.32000409605242947,0.006255585344057194,Premium Star,437.49440000000004,56,163
1276,Bose Speakers - Optional bifurcated utilization,373.66,Quality speakers from Bose. End field method take during sometimes hear. Democrat very ever read control maybe animal.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.5,32,0.9366804046459347,0.0035746201966041107,Overpriced,41.849920000000004,47,118
1277,Sony Tablets - Persevering optimizing instruction set,681.12,Quality tablets from Sony. Must little newspaper gas floor state. Left sea decision recently. Eight allow system whose place no. Bar security morning fight seem later.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,206,0.5432229269438572,0.023011617515638964,Overpriced,519.149664,53,167
1278,Apple Headphones - Enhanced cohesive throughput,1985.35,Quality headphones from Apple. Impact seem industry out floor guy black. Maybe mouth different identify series experience. Church them hundred about stop several prevent.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.1,2126,0.15614375299065655,0.2374888293118856,Overpriced,13084.647710000001,47,170
1279,Bose Speakers - Phased systemic array,1004.44,Quality speakers from Bose. Sea third pressure. Memory cover tree leader rich dream line. Follow fall thus debate leave.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,103,0.35840866552506867,0.011505808757819482,Overpriced,372.446352,37,120
1280,Bose Smartphones - Synergized systematic installation,1055.45,Quality smartphones from Bose. Television audience indicate employee respond building since. Resource just still art speech stock rise. Guy respond memory.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,649,0.4737315836846842,0.07249776586237712,Premium Star,3424.93525,53,155
1281,Samsung Smartphones - Fundamental global frame,1475.32,"Quality smartphones from Samsung. Skin record nothing organization seven challenge. Ago they nor research fill. Nothing fight require pull.
Chair factor his PM. Surface on chance.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.6,22,0.3117967627362199,0.0024575513851653264,Premium Star,149.302384,46,179
1282,Bose Laptops - Down-sized grid-enabled project,1658.45,Quality laptops from Bose. System fire hear tend magazine college moment compare. Add water garden finally difference everything.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,158,0.23515933552413396,0.017649687220732797,Overpriced,1021.93689,46,129
1283,Canon Headphones - Future-proofed neutral monitoring,1793.6,Quality headphones from Canon. Wife argue note easy. Something consumer view tax direction. Concern without entire everyone sea safe true.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.1,76,0.11708296164139162,0.008489722966934763,Overpriced,286.25856,52,138
1284,Sony Speakers - Customizable leadingedge artificial intelligence,150.99,Quality speakers from Sony. Between operation our feel act. Technology born though since crime south. Sense yeah edge imagine establish piece forget low.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,139,3.3114775812967747,0.015527256478999106,Value Champion,104.93805,64,153
1285,Apple Smartphones - Cloned well-modulated Internet solution,466.17,"Quality smartphones from Apple. Understand kitchen point Mrs. Cover board discussion film.
Short line range until decision public. Choose short skill system particular church.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,133,0.9224102795117661,0.014857015192135836,Premium Star,266.602623,59,175
1286,Samsung Tablets - Open-source heuristic project,1976.9,Quality tablets from Samsung. Short affect region decade respond far health. Into him newspaper school something pay.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,41,0.18716171784106428,0.004579982126899017,Overpriced,299.89573,47,117
1287,Sony Tablets - User-friendly asynchronous Graphic Interface,796.31,Quality tablets from Sony. Them operation off no. Early of several end most fact. Cell show that.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,242,0.6278961710891487,0.027033065236818588,Premium Star,963.5350999999999,59,97
1288,Apple Cameras - Multi-layered 3rdgeneration open system,1240.12,Quality cameras from Apple. Where their force. Man offer plant same north wind sister. Citizen message surface off life practice course.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,216,0.31448569493274847,0.024128686327077747,Overpriced,1044.677088,55,136
1289,Samsung Laptops - Optional 3rdgeneration initiative,1798.36,Quality laptops from Samsung. According stock affect different interview. Talk once should mother president. Show off great they test.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,313,0.21686425409817833,0.03496425379803396,Overpriced,2195.258052,51,134
1290,Samsung Speakers - Inverse foreground emulation,533.93,"Quality speakers from Samsung. Field interest even view describe. Agree there want but way agent.
Any just cup side opportunity by. Medical official might clear.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,32,0.8428071095461952,0.0035746201966041107,Premium Star,76.88592,47,161
1291,Bose Laptops - Persevering 3rdgeneration ability,626.31,Quality laptops from Bose. Hundred tax great watch student its. Director red practice special then. Week ever positive.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.1,145,0.654627899921764,0.01619749776586238,Overpriced,372.341295,48,119
1292,Apple Cameras - Distributed user-facing workforce,1974.42,"Quality cameras from Apple. These body class marriage fill personal. Perform agreement ago agreement like.
Another help out modern citizen address. Begin write both little work.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.4,740,0.22285025475835946,0.08266309204647006,Premium Star,6428.711520000002,49,177
1293,Apple Smartphones - Face-to-face multimedia capacity,2344.44,Quality smartphones from Apple. Process sea response executive past. Difficult continue process forget wind.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,35,0.2132705464844483,0.003909740840035746,Premium Star,410.277,52,108
1294,Bose Headphones - Re-engineered impactful knowledge user,1418.53,Quality headphones from Bose. Perform national brother evidence shoulder under front. Effort southern maintain nature.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,76,0.30313070573058026,0.008489722966934763,Premium Star,463.575604,56,118
1295,Dell Cameras - Implemented clear-thinking hardware,1949.91,Quality cameras from Dell. Job worker bar term measure huge wait. Crime style develop admit safe government over.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,644,0.1897523475442456,0.07193923145665773,Overpriced,4646.245548000001,50,113
1296,Samsung Speakers - Universal coherent moratorium,654.83,Quality speakers from Samsung. Cover strong audience white everybody throughout but science. Day central every force. Minute modern sign out.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.9,21,0.748285814638914,0.0023458445040214475,Premium Star,67.38200700000002,48,141
1297,HP Smartphones - Optimized optimal concept,1348.86,Quality smartphones from HP. Different billion young owner out. Drop sure manager reduce it arm. Tend exactly right every.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.2,180,0.3113740491970998,0.020107238605898123,Premium Star,1019.7381599999999,42,122
1298,Sony Tablets - Multi-tiered real-time model,775.15,Quality tablets from Sony. Own opportunity soldier. Offer brother shake guess. Instead hour season girl small system of mission.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,146,0.47732696897374705,0.016309204647006255,Overpriced,418.73603,43,128
1299,Samsung Cameras - Visionary cohesive database,1017.49,Quality cameras from Samsung. Possible scientist send sit common matter become. Pattern science structure dinner stock big. Police fine market control.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,202,0.35381183107450687,0.02256478999106345,Overpriced,739.918728,45,151
1300,Apple Speakers - Cross-group transitional policy,135.87,Quality speakers from Apple. Certainly future government card history. Party wife food different step. Nature property event manager street.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.3,97,2.4287922278648706,0.01083556747095621,Budget Basic,43.491986999999995,48,140
1301,Bose Smartphones - Realigned neutral open system,487.8,Quality smartphones from Bose. Control million hundred offer total hit. Religious word sound enjoy have.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.9,774,1.004510045100451,0.08646112600536193,Premium Star,1850.0302800000002,48,104
1302,Apple Smartphones - Robust discrete success,399.72,Quality smartphones from Apple. Start difference especially student least just opportunity. Well commercial nice next. Time live relationship as.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.9,6,0.7255078554988491,0.0006702412868632708,Overpriced,6.955127999999999,43,145
1303,Samsung Tablets - Synergistic exuding groupware,2010.93,Quality tablets from Samsung. Sometimes meet imagine short woman only television. Apply senior onto simple audience as including claim.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,112,0.17902164670078022,0.012511170688114389,Overpriced,810.8069760000001,47,135
1304,Dell Headphones - Multi-tiered tangible leverage,1478.3,Quality headphones from Dell. Consumer find concern involve edge before. Husband dinner worry plan fund.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.7,199,0.3179327606033958,0.022229669347631813,Premium Star,1382.65399,48,104
1305,Apple Speakers - Enhanced content-based productivity,1437.28,Quality speakers from Apple. Consider despite generation the tree outside off. Relationship they concern chance standard air. Very thousand soldier. Southern find fact give.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.6,168,0.3200489814093287,0.01876675603217158,Premium Star,1110.7299839999998,52,173
1306,Apple Headphones - Pre-emptive content-based utilization,1946.49,Quality headphones from Apple. Group true TV. Better mind professional fly month offer mother hour. Poor executive career shake fall phone identify.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.0,25,0.20549810171128544,0.0027926720285969616,Overpriced,194.649,56,148
1307,Samsung Headphones - User-friendly object-oriented moratorium,1182.5,Quality headphones from Samsung. School move another field could who. Statement range its.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,187,0.3805496828752643,0.020889186773905274,Premium Star,995.07375,61,90
1308,Sony Speakers - Customizable explicit ability,511.7,Quality speakers from Sony. Worker would step head study and. Out perform election two.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.8,565,0.5471956224350205,0.06311438784629134,Overpriced,809.5094,45,87
1309,JBL Tablets - Public-key fresh-thinking concept,580.31,Quality tablets from JBL. Expect expert talk end set house. Wear never marriage camera yet.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.2,130,0.37910771828850104,0.0145218945487042,Overpriced,165.96865999999997,47,91
1310,JBL Laptops - Persistent dedicated project,958.81,Quality laptops from JBL. Herself water measure different physical from. Agent key successful own explain claim.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,68,0.521479750941271,0.007596067917783735,Premium Star,325.99539999999996,42,112
1311,Samsung Tablets - Streamlined methodical orchestration,226.32,Quality tablets from Samsung. Rate hit travel down make. Generation write lawyer try check. These difference expert room white home either.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.1,163,1.3697419582891481,0.01820822162645219,Budget Basic,114.359496,54,139
1312,Sony Tablets - Operative logistical superstructure,227.87,Quality tablets from Sony. Weight less full program card morning. Describe course create them process. Guy leg television society hear fill hotel like.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,221,1.579848159038048,0.02468722073279714,Budget Basic,181.293372,50,151
1313,Apple Laptops - Future-proofed value-added software,1906.59,Quality laptops from Apple. Political offer song character. Life test candidate use first usually. Most physical along best assume again turn thank.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,305,0.23602347646845942,0.03407059874888293,Premium Star,2616.794775,51,148
1314,Dell Smartphones - Operative bottom-line monitoring,304.89,Quality smartphones from Dell. Citizen need light work ready tough. Professional chair knowledge sense. They list local short. Read stand us once consider thus wife water.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.6,275,1.1807537144543936,0.030719392314566576,Budget Basic,301.8411,51,171
1315,Samsung Tablets - Ameliorated regional parallelism,92.51,Quality tablets from Samsung. Half education message word. Majority town appear. Red enjoy you front evening.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,451,5.404821100421576,0.05037980339588918,Value Champion,208.61005000000003,50,109
1316,JBL Smartphones - Optimized incremental strategy,148.74,Quality smartphones from JBL. Wall rest need major. Bar last public south tree. Time age campaign seven drug computer assume.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,135,2.4875621890547266,0.015080428954423592,Budget Basic,74.29563,48,125
1317,Sony Headphones - Cross-group transitional array,740.19,Quality headphones from Sony. Social do anyone bag fly more.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.5,20,0.4728515651386806,0.002234137622877569,Overpriced,51.813300000000005,48,60
1318,Dell Cameras - Focused cohesive infrastructure,1312.19,Quality cameras from Dell. Own media experience interview station. Most pressure why edge senior. Article management total art. Bag share respond activity season because.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,41,0.3810423795334517,0.004579982126899017,Premium Star,268.99895000000004,46,170
1319,Dell Headphones - Digitized user-facing system engine,1303.17,Quality headphones from Dell. Wear them small high that change. Add social product common or contain. Administration line even cup.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,64,0.3299646247227913,0.0071492403932082215,Premium Star,358.632384,53,131
1320,JBL Headphones - Pre-emptive 24/7 function,720.87,Quality headphones from JBL. Wife director or down standard major like. Finish thing his. Perhaps ball make owner. At hope cover show Republican.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,13,0.5271408159584946,0.00145218945487042,Overpriced,35.610978,42,145
1321,Canon Headphones - Ergonomic multi-tasking website,1545.34,Quality headphones from Canon. Eat heavy red system fear. Century agent prepare several bad. Simply year land high church know finish.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,396,0.29119805350278904,0.04423592493297587,Premium Star,2753.7958799999997,50,134
1322,Sony Laptops - Stand-alone fresh-thinking infrastructure,511.27,"Quality laptops from Sony. Party set poor food series always. Argue response car ask attack charge mission.
Senior win full include. Manage nation modern politics.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.6,293,0.8997203043401724,0.03273011617515639,Premium Star,689.089706,56,163
1323,Sony Tablets - Devolved motivating functionalities,1148.06,Quality tablets from Sony. Series prove affect she man prove. Nearly always operation decade old according. Ok happy together clearly.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.2,144,0.3658345382645507,0.0160857908847185,Premium Star,694.3466880000001,50,134
1324,Dell Laptops - Object-based bottom-line projection,88.86,Quality laptops from Dell. Agreement owner prepare memory if continue among. Sea them customer now.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,341,3.8262435291469727,0.038092046470062556,Budget Basic,103.02428399999998,50,99
1325,Canon Laptops - Expanded modular success,166.13,Quality laptops from Canon. Leader hospital send TV lose others. Back blue a all anyone. Water us field.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,27,2.5883344368867753,0.0030160857908847183,Value Champion,19.287693,40,104
1326,Samsung Tablets - Sharable value-added software,778.5,"Quality tablets from Samsung. Company both right lay though reason event.
Look rule check assume question air market.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.0,89,0.5138086062941554,0.009941912421805183,Overpriced,277.146,47,117
1327,Bose Laptops - Optional next generation standardization,1594.09,Quality laptops from Bose. Resource score expert because happen. Name health top risk must fly police. Community I level girl factor sport.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.5,38,0.28229271872980827,0.0042448614834673815,Premium Star,272.58939000000004,55,139
1328,Bose Laptops - Object-based attitude-oriented instruction set,648.31,Quality laptops from Bose. Name mind offer effort nearly walk science. Major for student health view mission.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,1380,0.7712359827860129,0.15415549597855227,Premium Star,4473.339,61,109
1329,Canon Laptops - Cross-platform content-based algorithm,1503.42,"Quality laptops from Canon. Fast debate still.
Effect week instead group. Action our gas heart field people.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,690,0.33257506219153665,0.07707774798927614,Premium Star,5186.799,54,108
1330,Dell Tablets - Up-sized transitional product,536.6,Quality tablets from Dell. Here front page light follow need region. Describe improve act campaign television sit very.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,25,0.6895266492732016,0.0027926720285969616,Overpriced,49.6355,44,119
1331,Bose Speakers - Compatible dedicated matrices,1939.75,Quality speakers from Bose. Accept simply southern town significant. Few development tend. Suffer director know red treatment big cause science.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,166,0.22167805129527,0.018543342269883824,Premium Star,1384.5935499999998,45,144
1332,Dell Headphones - Multi-layered next generation firmware,367.18,"Quality headphones from Dell. Wife prevent old break. Discussion challenge card. Action art small both program one.
They case TV team song.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.7,60,1.280026145214881,0.006702412868632708,Premium Star,103.54476,56,139
1333,Samsung Cameras - Compatible non-volatile concept,709.0,Quality cameras from Samsung. Send style gun different energy arrive it that. Agree public us hospital paper term.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,205,0.5359661495063469,0.022899910634495084,Overpriced,552.311,49,114
1334,Samsung Smartphones - Triple-buffered zero-defect circuit,695.63,Quality smartphones from Samsung. Everyone exactly practice would game student.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,935,0.5462674122737662,0.10444593386952636,Overpriced,2471.57339,57,79
1335,HP Speakers - Programmable systematic installation,629.93,Quality speakers from HP. Our prove could party skin. Couple rather Republican need daughter.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,136,0.6032416300223834,0.01519213583556747,Overpriced,325.547824,50,93
1336,Bose Smartphones - Adaptive asymmetric core,220.88,Quality smartphones from Bose. Lawyer yard on everyone note current anything. Physical majority blue join finish cause.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.4,53,1.9920318725099602,0.005920464700625559,Value Champion,51.509216,43,119
1337,HP Speakers - Switchable non-volatile approach,1955.26,"Quality speakers from HP. Front person everyone involve.
Peace number environment need subject. Age once several commercial.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,36,0.19946196413776174,0.004021447721179625,Overpriced,274.518504,46,124
