id,title,price,description,category,image,rating_score,rating_count,price_tier,rating_tier,value_score,popularity_score,performance_category,revenue_potential,title_length,description_length
1178,Dell Accessories - Upgradable motivating pricing structure,139.54,"Premium accessories from Dell. Yeah option play director car. Event court certainly.
Current ten herself modern record woman develop international.
Interview appear body hair wall represent east. Consider a produce.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,3.2,116,Budget,Fair,2.2932492475275907,0.012957998212689902,Budget Basic,51.79724800000001,58,215
1179,Google Accessories - Cross-group bi-directional capacity,2443.33,Premium accessories from Google. Build only treatment pressure couple relate understand avoid. People feeling listen set move child campaign. Nearly education theory table trade window. Large response treat attack industry use.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.3,35,Budget,Excellent,0.17598932604273676,0.003909740840035746,Premium Star,367.721165,56,227
1180,Microsoft Smart_Home - Realigned zero-defect info-mediaries,446.23,"Premium smart_home from Microsoft. Even contain civil design recent these so lay. Else system fast environmental budget difference move. Although challenge third until establish.
Writer decide break possible plan.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,3.5,269,Budget,Fair,0.7843488783811039,0.030049151027703308,Overpriced,420.12554500000005,59,213
1181,Nikon Tablets - Customer-focused uniform synergy,2438.6970959555897,Premium tablets from Nikon. Thank plant nearly stage determine. Daughter picture teach house land. Happy total behavior consider continue television.,electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,4.192800082178983,1089,Budget,Excellent,0.17192787448397964,0.12164879356568364,Premium Star,11134.991659537813,48,149
1182,Nikon Accessories - Versatile 24/7 portal,774.4,"Premium accessories from Nikon. Himself body add store various car. Environment voice outside society.
My stand system be.
Service throughout spring film look during myself. Physical but stay bill father.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,3.9,936,Budget,Good,0.5036157024793388,0.10455764075067024,Overpriced,2826.8697599999996,41,204
1183,HP Wearables - Configurable 6thgeneration portal,3046.41,"Premium wearables from HP. Investment friend consider interesting. Person expert then even material.
Specific represent baby able value. Sing chair challenge land. Spring both into risk certain follow camera.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,250,Budget,Good,0.12473698550096671,0.027926720285969615,Overpriced,2894.0895,48,208
1184,Google Gaming - User-friendly directional standardization,374.27,"Premium gaming from Google. Gun data sure gun listen. Tv arrive glass support.
Leave structure necessary use inside. Still argue case while region.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,3.1,70,Budget,Fair,0.8282790498837739,0.007819481680071492,Overpriced,81.21659,57,147
1185,LG Wearables - Advanced non-volatile instruction set,696.77,"Premium wearables from LG. Like cell month we. In front sit receive expert choose thing.
Seem me action strategy quite then never stop.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,3.5,78,Budget,Fair,0.5023178380240252,0.00871313672922252,Overpriced,190.21821,52,135
1186,LG Accessories - Stand-alone interactive core,230.46,"Premium accessories from LG. Bit guy single friend. Executive must assume others series.
Necessary point allow especially with. And worry low answer behavior final wonder.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.7,85,Budget,Excellent,2.0393994619456737,0.00949508489722967,Value Champion,92.06877,45,171
1187,Samsung Wearables - Multi-tiered mission-critical parallelism,203.11,"Premium wearables from Samsung. Claim radio bad personal well.
Space pressure shoulder claim white. Yeah participant model shoulder language capital fact.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,5.0,8,Budget,Excellent,2.461720250110777,0.0008936550491510277,Value Champion,8.124400000000001,61,154
1188,Nintendo Wearables - Triple-buffered zero administration knowledgebase,653.55,Premium wearables from Nintendo. Without shake kind under vote will major. Teacher husband tax true can happen.,electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,3.8,209,Budget,Good,0.581439828628261,0.0233467381590706,Overpriced,519.04941,70,111
1189,Sony Smartphones - Cloned foreground Graphical User Interface,4646.73,Premium smartphones from Sony. Defense scientist boy lawyer nation we certainly. Floor all over herself view. Smile without degree deep age serve. Establish player base attorney if fear.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,5.0,140,Budget,Excellent,0.10760255061085969,0.015638963360142984,Premium Star,3252.7109999999993,61,186
1190,Apple Smartphones - Advanced next generation toolset,1481.55,Premium smartphones from Apple. Back property pattern food worry. Add to value material first society. Enjoy reveal write wall tax plant. Best despite without information national coach help girl.,electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,4.3,137,Budget,Excellent,0.2902365765583342,0.01530384271671135,Premium Star,872.781105,52,196
1191,Sony Gaming - Customizable context-sensitive knowledgebase,3944.86,Premium gaming from Sony. Computer organization myself high suddenly read. Plant reduce visit town between because. Bed administration usually billion.,electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,3.9,220,Budget,Good,0.09886282402924311,0.024575513851653262,Overpriced,3384.68988,58,151
1192,Amazon Smart_Home - Programmable user-facing policy,3545.84,"Premium smart_home from Amazon. Color occur involve new hot pattern. Stock soon official can player within. Idea fish citizen discuss.
Brother officer hot several true study city. Data behavior join pick order agreement.",electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,3.7,84,Budget,Good,0.10434762989869818,0.00938337801608579,Overpriced,1102.047072,51,220
1193,LG Smart_Home - Reduced bi-directional budgetary management,4261.27,Premium smart_home from LG. But center energy Congress back suddenly tree debate. Make against available where. Decision information threat plant.,electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,5.0,458,Budget,Excellent,0.11733591159443076,0.05116175156389634,Premium Star,9758.3083,59,146
1194,Nikon Laptops - Distributed didactic hierarchy,991.66,"Premium laptops from Nikon. Ahead catch base reality call. Loss well give necessary family.
Mention hundred cover common reach thought. Which bill soldier onto close. West maintain third interest section.",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,4.8,670,Budget,Excellent,0.48403686747473934,0.07484361036639857,Premium Star,3189.17856,46,204
1195,Sony Headphones - Compatible didactic protocol,2459.56,Premium headphones from Sony. Certain fire act read response degree. Somebody together no history own money bill. Respond watch space provide off.,electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,4.9,110,Budget,Excellent,0.19922262518499245,0.012287756925826631,Premium Star,1325.7028400000002,46,146
1196,Google Audio - Persistent executive capacity,657.12,"Premium audio from Google. Time truth although. Attorney believe sort. Ever send hundred news finish.
Hotel recent lawyer. Successful visit bill difference. Catch year technology. Difficult because right speech staff Mr.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,4.8,555,Budget,Excellent,0.7304601899196493,0.06199731903485255,Premium Star,1750.5676799999999,44,220
1197,Samsung Gaming - Innovative asynchronous firmware,59.26,Premium gaming from Samsung. Social here recognize understand on build floor challenge. Thousand whole including land business month official product. Focus room difficult enough fast.,electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,4.2,175,Budget,Excellent,7.087411407357408,0.01954870420017873,Value Champion,43.5561,49,184
1198,Nikon Audio - Reverse-engineered well-modulated moderator,152.04,"Premium audio from Nikon. Set find law child mean trial. True history laugh per data. Could everyone clearly film thank possible.
Then seat drive thus cost agreement product. Goal brother nearly great deep however issue.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,4.8,702,Budget,Excellent,3.1570639305445933,0.07841823056300268,Value Champion,512.3139839999999,57,220
1199,Sony Wearables - Re-engineered encompassing encoding,3370.4,"Premium wearables from Sony. Big difficult per respond hot big safe. Manager commercial data PM relationship.
Behind me red. School system reach color race coach forward.",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,3.0,1204,Budget,Fair,0.08901020650367909,0.13449508489722967,Overpriced,12173.884800000002,52,170
1200,Amazon Cameras - Focused multi-tasking middleware,161.87,"Premium cameras from Amazon. Simple beyond sound friend. Same wrong either main hair add good.
Simple tax total other both rate rock. Challenge improve detail. Ground all officer receive.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,4.3,106,Budget,Excellent,2.6564527089639833,0.011840929401251117,Value Champion,73.780346,49,187
1201,Nikon Laptops - Seamless bottom-line Internet solution,93.06,"Premium laptops from Nikon. Why society eye wide material rate letter. Model face newspaper class. Explain son administration American executive or apply.
Involve produce a. Case these size maybe when.",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,3.6,396,Budget,Good,3.8684719535783367,0.04423592493297587,Budget Basic,132.666336,54,201
1202,Canon Gaming - Re-contextualized intermediate service-desk,4608.86,Premium gaming from Canon. Cause should economic indicate current figure father until. National heavy then join catch kind finish. Life into inside improve agree next.,electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,5.0,498,Budget,Excellent,0.10848669736116957,0.05563002680965148,Premium Star,11476.061399999999,58,167
1203,Nintendo Tablets - Business-focused attitude-oriented approach,2019.4452330161166,"Premium tablets from Nintendo. Four best fact loss. Ten building once memory response reduce.
No whose carry time. Feeling financial writer according. Perhaps customer attack check they mind easy.",electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,3.8336791158053747,2767,Budget,Good,0.18983823146714568,0.3090929401251117,Overpriced,21421.851177408713,62,196
1204,Nintendo Wearables - Seamless bottom-line Internet solution,3595.8,"Premium wearables from Nintendo. Continue stand price. Memory record customer lose.
Where manage property hospital. Less spend challenge exist.
Hope oil alone practice price know traditional. While life rich everybody word group.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,4.7,101,Budget,Excellent,0.1307080482785472,0.011282394995531724,Premium Star,1706.9262600000002,59,229
1205,Apple Laptops - Robust stable contingency,3844.77,Premium laptops from Apple. Simple moment can food western give pay. Attack ahead run discuss professor material. Food discuss sign true somebody black thing.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.8,197,Budget,Good,0.09883556103486034,0.022006255585344057,Overpriced,2878.1948219999995,41,158
1206,LG Smartphones - Progressive content-based array,110.34,"Premium smartphones from LG. Pick protect data. Throw growth impact national. Future radio whatever rock. Many strategy now list goal peace next.
Keep personal them notice. Site fear brother discover.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.7,138,Budget,Good,3.353271705637122,0.015415549597855228,Budget Basic,56.33960400000001,48,200
1207,HP Accessories - Virtual analyzing challenge,1084.28,Premium accessories from HP. Stage form serious treatment artist management south. Toward reflect she along wonder wear our.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.1,51,Budget,Excellent,0.3781311100453757,0.005697050938337802,Premium Star,226.72294799999997,44,124
1208,Nintendo Tablets - Business-focused human-resource throughput,3667.55,Premium tablets from Nintendo. Involve interview case just. Work happy create job around discussion open dinner. Nothing yard address rest spend baby camera.,electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,3.2,204,Budget,Fair,0.08725170754318279,0.022788203753351208,Overpriced,2394.1766400000006,61,157
1209,Microsoft Gaming - Face-to-face leadingedge structure,3224.78,"Premium gaming from Microsoft. Sister fall president money environment recently. Bit get improve wear main bad treatment.
Figure need but right small. Within recognize practice. Well again student establish open feel whole.",electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,3.8,154,Budget,Good,0.11783749589119255,0.017202859696157282,Overpriced,1887.1412559999999,53,223
1210,Amazon Cameras - Quality-focused well-modulated hardware,683.47,Premium cameras from Amazon. Senior from stock energy send describe agree rise.,electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,5.0,60,Budget,Excellent,0.7315610048721962,0.006702412868632708,Premium Star,205.041,56,79
1211,Nintendo Gaming - Seamless even-keeled hierarchy,188.33,"Premium gaming from Nintendo. Site special part buy nothing. Structure summer kitchen admit across already.
Point news impact often bag today necessary. Key election skill employee. Camera piece chair peace anyone boy although.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,4.7,36,Budget,Excellent,2.4956193914936544,0.004021447721179625,Value Champion,31.865436000000006,48,227
1212,Amazon Smartphones - Inverse object-oriented hub,50.86436696369268,"Premium smartphones from Amazon. Politics then central force. Friend impact present likely wind perform. Happy fact change option.
Deep finish respond score situation require vote her. Allow risk high young bad back very different.",electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,5.0,206,Budget,Excellent,9.830064342625226,0.023011617515638964,Value Champion,52.39029797260346,48,231
1213,Apple Cameras - Open-source high-level artificial intelligence,762.3,Premium cameras from Apple. Measure trip president painting large industry notice. Understand each training purpose. Painting somebody game brother.,electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,3.4,211,Budget,Fair,0.4460186278368097,0.023570151921358355,Overpriced,546.8740199999999,62,148
1214,Bose Wearables - Compatible clear-thinking migration,1170.11,Premium wearables from Bose. Toward great I news Republican budget. Option pattern yes and school great. Treat piece scientist job serious record safe.,electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,2.4,77,Budget,Poor,0.20510892138345968,0.008601429848078641,Overpriced,216.23632799999996,52,151
1215,Google Wearables - Down-sized bottom-line forecast,1897.2,"Premium wearables from Google. Keep those eye truth writer send under. Cell deal stuff senior agree.
Mrs crime major state hard example way.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.0,169,Budget,Good,0.2108370229812355,0.01887846291331546,Overpriced,1282.5072,50,140
1216,Dell Smartphones - Persevering responsive support,2885.58,"Premium smartphones from Dell. Religious fire under item. Fish success produce there along play account. Only the detail cultural.
Machine cost market capital. Week tax see about. Make particularly report although.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,3.5,161,Budget,Fair,0.1212927730300321,0.017984807864164433,Overpriced,1626.02433,49,214
1217,Dell Gaming - Implemented bandwidth-monitored definition,4899.52,"Premium gaming from Dell. Information language easy interesting computer. Produce girl huge campaign think style.
Include dog fact medical three situation article sign. Push in speak interesting end. Environmental rock fund.",electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,4.7,13,Budget,Excellent,0.09592776435242635,0.00145218945487042,Premium Star,299.360672,56,224
1218,Bose Tablets - Customizable reciprocal pricing structure,128.59,"Premium tablets from Bose. Painting after reveal sort. Sister four good she. Pressure million gun cup.
How responsibility face claim hear including need. Vote already after wait bill.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,4.3,59,Budget,Excellent,3.343961427793763,0.006590705987488829,Value Champion,32.623283,56,183
1219,Apple Gaming - Object-based content-based portal,3977.85,"Premium gaming from Apple. Interesting sea few learn between wide. Likely fact behavior whom night low traditional.
Each admit market hour head national board. Official agent side language live. Poor forward special wish.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,4.1,389,Budget,Excellent,0.10307075430194702,0.04345397676496872,Premium Star,6344.272964999999,48,221
1220,Bose Smartphones - Team-oriented non-volatile policy,4418.5,"Premium smartphones from Bose. Environmental decide none. Nation fine present focus remember method teach. Tv international back camera.
Mind building culture thank.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,3.3,312,Budget,Fair,0.07468597940477537,0.03485254691689008,Overpriced,4549.2876,52,165
1221,HP Laptops - Synergistic encompassing model,6616.7605224778035,Premium laptops from HP. Threat nor coach face rate sort weight he. Economy leg view until result system career modern. Act indicate change attack with find could.,electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,1.9748316788073947,11,Mid-Range,Poor,0.029845899244784396,0.0012287756925826632,Overpriced,143.73687119958467,43,163
1222,Samsung Smartphones - Integrated holistic process improvement,3137.79,"Premium smartphones from Samsung. Night political dark or bill. Evidence enjoy bill someone onto. Form sign option everyone southern the.
Collection situation writer before sound. Century little a back. Case southern international.",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,4.2,147,Budget,Excellent,0.1338521698392818,0.016420911528150135,Premium Star,1937.271546,61,231
1223,Amazon Accessories - Synergized bottom-line open architecture,184.22,"Premium accessories from Amazon. Concern term talk side generation interest. Nice young vote him condition section action kind. Crime only foreign treat trouble me actually.
Positive politics huge. Ever arm occur air responsibility.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,5.0,197,Budget,Excellent,2.7141461296276193,0.022006255585344057,Value Champion,181.4567,61,232
1224,Bose Cameras - Quality-focused even-keeled core,76.9,"Premium cameras from Bose. Four public tonight. Town only want might. Indicate property article cover seven challenge. Base kitchen every cup measure.
Find night brother. Nothing recent not leg break bed role.",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,3.6,476,Budget,Good,4.681404421326398,0.05317247542448615,Budget Basic,131.77584000000002,47,209
1225,JBL Headphones - Ergonomic value-added system engine,4031.1,"Premium headphones from JBL. Apply relationship concern cell firm. Structure evening current without else.
Begin great hair sign mission. Reach color wear one choose notice year its. Debate record mean stop some.",electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,4.3,1576,Budget,Excellent,0.10667063580660366,0.17605004468275245,Premium Star,27317.958479999998,52,212
1226,Bose Laptops - Automated fresh-thinking standardization,864.44,"Premium laptops from Bose. Grow too city little from total cost group. Level control against speak.
Office itself human street education health full question. Always upon doctor various until. Inside similar west husband.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.5,32,Budget,Fair,0.4048864004442182,0.0035746201966041107,Overpriced,96.81728,55,221
1227,Google Smart_Home - Progressive dedicated open system,835.55,"Premium smart_home from Google. Professional small approach bed. Soon learn close a.
Third feeling ball door data. Right child new simply.
City beyond near hour defense line heavy.",electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,4.0,708,Budget,Good,0.478726587277841,0.07908847184986595,Overpriced,2366.2776,53,180
1228,Nintendo Accessories - Profit-focused 24hour pricing structure,2257.08,Premium accessories from Nintendo. Trip population catch could deep itself. Himself conference character find push lose. When instead clear radio strong. South get run pretty identify southern claim.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.8,257,Budget,Excellent,0.21266415014089002,0.028708668453976766,Premium Star,2784.3338879999997,62,199
1229,Microsoft Smart_Home - Phased transitional groupware,643.79,"Premium smart_home from Microsoft. Born condition interest service that bag. Front various opportunity. Method pass the itself let.
Test least anyone out.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,3.9,95,Budget,Good,0.6057876015470883,0.010612153708668455,Overpriced,238.524195,52,154
1230,Sony Laptops - Digitized scalable methodology,3346.53,"Premium laptops from Sony. Generation leader pay try tough. Notice American force although participant rich speech. High woman bad until.
Husband contain section return sea bad. Whole soldier number yet past much.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,4.3,33,Budget,Excellent,0.12849130293169342,0.003686327077747989,Premium Star,474.8726070000001,45,213
1231,JBL Accessories - Enterprise-wide systematic forecast,1836.46,"Premium accessories from JBL. Imagine affect increase. Ever leg so play.
Different remember determine particularly rock. Step onto play forget home upon actually future.",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,3.1,1008,Budget,Fair,0.16880302320769308,0.1126005361930295,Overpriced,5738.570208000001,53,169
1232,JBL Headphones - Persistent 4thgeneration collaboration,341.09940760150306,Premium headphones from JBL. Coach goal it yet age wind news make. Heart Mrs her we but. Design yeah number condition city since. Nearly goal design too everything side.,electronics,https://fakestoreapi.com/img/81QpkIctqPL._AC_SX679_.jpg,3.9735812889228694,77,Budget,Good,1.1649335062947672,0.008601429848078641,Overpriced,104.36473922551659,55,169
1233,Dell Smart_Home - Operative incremental core,2899.26,"Premium smart_home from Dell. Difference particular me ball number impact age particular.
Personal range weight age over smile hope. Tell sure claim hard themselves compare view.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,4.7,154,Budget,Excellent,0.162110331601857,0.017202859696157282,Premium Star,2098.4843880000003,44,178
1234,Sony Laptops - Managed cohesive encryption,808.12,"Premium laptops from Sony. According allow quality term. Television audience indicate employee respond building since. Resource just still art speech stock rise.
Human until picture key skin billion.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,3.1,20,Budget,Fair,0.3836063950898381,0.002234137622877569,Overpriced,50.10344,42,199
1235,Canon Gaming - Versatile dynamic system engine,380.26,"Premium gaming from Canon. Far know skin record nothing organization. Challenge eye determine he.
Fill respond nothing fight require. Child source campaign parent teacher. Pm agreement deep field once.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,4.6,147,Budget,Excellent,1.2096986272550359,0.016420911528150135,Premium Star,257.13181199999997,46,201
1236,Dell Gaming - Stand-alone composite moderator,4903.29,Premium gaming from Dell. Low here protect ask. Finally difference everything sing smile. Ground least tree trade style.,electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,4.9,19,Budget,Excellent,0.09993290219424102,0.0021224307417336908,Premium Star,456.4962990000001,45,120
1237,JBL Laptops - Universal logistical conglomeration,555.34,"Premium laptops from JBL. Entire everyone sea safe true town car few.
During seven local better think. Five plant cultural.
Bar culture my Democrat maintain notice. Involve toward result kind politics open play sense.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,4.4,1360,Budget,Excellent,0.7923074152771276,0.15192135835567472,Premium Star,3323.1545600000004,49,217
1238,Nikon Headphones - Profound executive project,1797.54,"Premium headphones from Nikon. Test eat every night final. Born series consider according throw meeting.
Condition set pull behind. Garden reach state cover board discussion. Maybe floor most bill feel.",electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,5.0,56,Budget,Excellent,0.27815792694460206,0.006255585344057194,Premium Star,503.3112,45,202
1239,Microsoft Tablets - Adaptive well-modulated initiative,4367.23,"Premium tablets from Microsoft. Government south window short affect region. Product eight strategy age into.
Newspaper school something pay key ever. During for look return. Weight water sit hope where religious economic.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,4.2,174,Budget,Excellent,0.0961707993396272,0.01943699731903485,Premium Star,3191.571684,54,222
1240,Bose Smart_Home - Visionary zero administration architecture,168.61,Premium smart_home from Bose. Toward knowledge this contain life leave. Current will else page usually cell. Interview south something story art writer.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,2.4,136,Budget,Poor,1.4234031196251704,0.01519213583556747,Budget Basic,55.034304000000006,60,152
1241,Google Laptops - Ergonomic web-enabled archive,594.56,Premium laptops from Google. Letter threat yes charge form. Possible fund month realize. Threat husband family perhaps hope across.,electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,3.6,248,Budget,Good,0.6054897739504844,0.02770330652368186,Overpriced,530.8231679999999,46,131
1242,Samsung Smart_Home - Public-key real-time analyzer,64.79,"Premium smart_home from Samsung. Give attorney that up probably cut clear. Do turn sign agree there.
Street heart know season. Herself land human day herself. Behavior compare tree right.",electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,2.5,165,Budget,Poor,3.858620157431702,0.018431635388739945,Budget Basic,26.725875000000002,50,187
1243,HP Wearables - Persevering 3rdgeneration ability,3389.19,"Premium wearables from HP. Hundred tax great watch student its. Director red practice special then. Week ever positive.
Cell eat north. Million cell like although. Sort term produce he increase church common view.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,4.9,153,Budget,Excellent,0.14457731788421424,0.017091152815013406,Premium Star,2540.875743,48,213
1244,Amazon Laptops - Assimilated full-range algorithm,409.0,"Premium laptops from Amazon. Same certain imagine. Help out modern citizen address today begin. Both little work task.
Care owner PM find light total. Follow music whatever protect. Local see system cultural.",electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,3.1,133,Budget,Fair,0.7579462102689487,0.014857015192135836,Overpriced,168.63070000000002,49,208
1245,Microsoft Wearables - Triple-buffered maximized secured line,2956.73,Premium wearables from Microsoft. Might write entire tonight foreign hear certainly. Security son place. Woman add play structure down. Follow occur low gas pick stage.,electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,2.7,299,Budget,Fair,0.09131709692802523,0.03340035746201966,Overpriced,2386.9681290000003,60,168
1246,Bose Headphones - Multi-lateral interactive project,531.15,"Premium headphones from Bose. Call dinner leader book nearly fast their.
Job worker bar term measure huge wait. Crime style develop admit safe government over.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,3.8,94,Budget,Good,0.7154287865951238,0.010500446827524575,Overpriced,189.72678,51,159
1247,Sony Tablets - Universal coherent moratorium,3186.75,Premium tablets from Sony. Teach everything where we fast too. Throw life carry visit a edge. Property decade safe order at sense cell. State share southern week drug skill position.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.0,30,Budget,Good,0.12551973013258022,0.003351206434316354,Overpriced,382.41,44,182
1248,Samsung Accessories - Focused stable intranet,419.48,Premium accessories from Samsung. Must particular child they. Themselves we American study eight phone.,electronics,https://fakestoreapi.com/img/61IBBVJvSDL._AC_SY879_.jpg,3.6,268,Budget,Good,0.8582053971583866,0.02993744414655943,Overpriced,404.7143040000001,45,103
1249,JBL Gaming - Synchronized eco-centric help-desk,3833.93,"Premium gaming from JBL. Big south drug. Determine its entire young step maintain parent.
Parent that property among blue study. Offer brother shake guess. Instead hour season girl small system of mission.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,4.4,972,Budget,Excellent,0.11476474531355554,0.10857908847184987,Premium Star,16396.951824,47,205
1250,JBL Cameras - Visionary cohesive database,150.82,Premium cameras from JBL. Possible scientist send sit common matter become. Pattern science structure dinner stock big. Police fine market control.,electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.9,40,Budget,Good,2.585863943774035,0.004468275245755138,Budget Basic,23.527919999999998,41,147
1251,Canon Audio - Cross-group transitional policy,3789.28,"Premium audio from Canon. Certainly future government card history. Party wife food different step. Nature property event manager street.
Themselves key specific certainly father. Tax low keep.",electronics,https://fakestoreapi.com/img/61U7T1koQqL._AC_SX679_.jpg,4.4,142,Budget,Excellent,0.11611704598235022,0.015862377122430743,Premium Star,2367.5421440000005,45,193
1252,Bose Tablets - Total dynamic utilization,493.79,"Premium tablets from Bose. Can wonder six medical little finish southern page. Response population never world let off. Least just opportunity.
Against large practice time. Test challenge radio assume rest now water.",electronics,https://fakestoreapi.com/img/81Zt42ioCgL._AC_SX679_.jpg,3.4,117,Budget,Fair,0.6885518135239677,0.01306970509383378,Overpriced,196.429662,40,216
1253,Nikon Smartphones - Managed discrete open system,317.08,Premium smartphones from Nikon. Certain much race fire according participant. Onto simple audience as including claim. Eat own serve conference Congress.,electronics,https://fakestoreapi.com/img/71kWymZ+c+L._AC_SX679_.jpg,3.7,233,Budget,Good,1.1668979437365965,0.02602770330652368,Overpriced,273.354668,48,153
1254,Microsoft Smart_Home - Open-architected dedicated emulation,3466.1,Premium smart_home from Microsoft. Fund sell model after. Article news radio believe ability world actually force. Agree toward nor teacher western.,electronics,https://fakestoreapi.com/img/61mtL65D4cL._AC_SX679_.jpg,4.7,57,Budget,Excellent,0.13559908831251263,0.006367292225201072,Premium Star,928.5681900000001,59,148
